Text,Difficulty,Difficulty Annotator 1,Difficulty Annotator 2,Difficulty Annotator 3
"En étant connecté en permanence à ses amis et en pouvant « se raccrocher » à des environnements en ligne familiers, comme sa page Facebook, son compte Twitter ou sa story Snapchat, la personne, éloignée de son environnement familier, ne se sentirait-elle pas alors davantage en sécurité affective, comme dans son foyer où elle a ses repères et habitudes rassurants ?",,C1,C1,C2
"La connexion permanente, notamment aux réseaux sociaux la rassurerait quant à son insertion et lui donnerait alors l’impression qu’elle est un acteur socialement central et important.",,C1,C1,C2
"La communication numérique permettrait également d’acquérir instantanément, par les likes, retweets et autres notifications, des signes de reconnaissance d’autrui contribuant à satisfaire des besoins personnels et sociaux liés à la construction d’une image de soi valorisante.",,C1,C1,C2
"Chez les gros utilisateurs, cette communication comblerait un « vide existentiel » et contrecarrerait une vie sociale « réelle » insatisfaisante.",,C1,C1,C2
"Par exemple, une connexion permanente offre aux personnes s’ennuyant dans la vie, stimulations et divertissements, mais uniquement à très court terme.",,B2,B2,B2
"Autrement dit, avoir une « vraie » vie sociale satisfaisante conduirait à passer moins de temps sur les réseaux sociaux.",,B2,B1,B2
"Et moins de temps passé sur les réseaux, c’est bien sûr plus de temps pour développer une « meilleure » vie sociale dans la réalité.",,B2,B1,B2
Comment vas-tu ?,,A1,A1,A1
Je remplie un fichier Excel.,,A1,A1,A1
La longueur est une distance mais une sensation aussi.,,A1,A1,A1
J’aime me beurrer la biscotte.,,A2,A1,A1
Ça me sert à rien.,,A1,A1,A1
Sauf si je dois compter jusqu’à 5.,,A1,A1,A1
"Et là en revanche, ça pourrait me servir.",,A1,A2,A1
"Il ne faut pas que je dépasse 5, car je ne connais pas 6. ",,A1,A1,A1
Je suis battu.,,A1,A1,A1
"Tu n’es pas seulement un lâche, tu es un traître, comme ta petite taille le laissait deviner.",,B1,B1,B1
C’est l’inexpugnable arrogance de votre beauté qui m’asperge,,C1,C1,C1
"On a beau dire, mais la France ça reste quand même le pays des 400 fromages. ",,B1,A2,B1
"Une dictature c’est quand les gens sont communistes, déjà. ",,B1,B1,B1
"Ils ont froid, des chapeaux gris et des chaussures à fermeture éclair.",,A2,B1,B1
Comment tu parles de ton père ?,,A1,A1,A2
T’as pas honte.,,A1,A1,A2
Qui c’est qui t’as nourri ?,,A1,A1,A2
"Jamais, moi je parlerai comme ça de mon père.",,A1,A1,A2
Jamais. ,,A1,A1,A2
"Moi mon père il était charron, et je peux te dire que ça filait doux. ",,B1,B2,B2
"Si l'on étudie un passage de Hegel, par exemple les pages de la Phénoménologie sur la conscience malheureuse, on ne peut pas ne pas être frappé de ce perpétuel renversement du pour et du contre, de ce passage du contraire au contraire, qui est un des traits les plus profonds de la pensée hégéliennel",,C2,C2,C2
Le grand Meaulnes jeta son chapeau par terre et je vis qu’il avait les cheveux complètement ras comme un paysan,,C2,C2,C2
"Si nous comparons notre époque à la fin de l'empire romain, nous aurons une impression identique. Le kantisme, le fich-téanÎsme transfèrent cet espoir de la sphère religieuse dans la sphère morale.",,C2,C2,C2
"
Comme Schleiermacher, Hegel a senti assez vite qu'il y a dans la nature humaine un besoin de connaissances divines1 auquel se lient d'ailleurs des exigences morales; la religion ne tombe pas du ciel sur n'importe quel astre",,C2,C2,C2
« Le malheur était chez eux le malheur; la douleur était la douleur » écrit Hegel dans un de ses premiers fragments,,C2,C2,C2
"Le monde oriental est le monde où domine l'opposition du maître et de l'esclave, où l'on ne cesse d'être oppresseur que pour être opprimé, et où il y a asservissement à l'objet, disons mieux, où tout est objet",,C2,C2,C2
"C'est à la fois et pour la même raison qu'il s'agira de se délivrer de l'idée d'objet, de la catégorie de maître et d'esclave, de la conscience malheureuse.",,C2,C2,C2
"Et nous saisissons l'unité profonde des pages de la Phénoménologie où Hegel s'attaque à cette triple conception qui pour lui n'en est qu'une seule, mais que la conscience se plat pour ainsi dire à dérouler dans le temps d'après la Phénoménologie, cependant qu'elle l'a personnifiée, d'après les écrits théologiques, avant tout dans un peuple donné qui est le peuple juif.",,C2,C2,C2
Or ceci est d'autant plus important que cette catégorie semble quelque chose d'universel dans le monde humain: «L'homme est toujours esclave par rapport à un tyran et en même temps tyran par rapport à un esclave»,,C2,C2,C2
Et il y a en ce sens comme une chute temporelle de Jésus s'abaissant pour s'accommoder aux concepts hébraïques.,,C2,C2,C2
"Et sans doute encore, le romantisme allemand dans lequel ces mouvements de l'esprit vont trouver comme une fluide cristalli- sation ne se présente pas au premier abord comme conscience malheureuse, ainsi que le fait le romantisme français.",,C2,C2,C2
"Mais sous les accents harmonieux d'un Schleiermacher, sous la pieuse virtuosité de Tieck et l'ironie de Schlegel, Hegel discerne aisément
le tourment de l'esprit.",,C2,C2,C2
"Dans la philosophie de Fichte s'exprime avec plus de vigueur ·que jamais la séparation du moi et du non-moi, de même que
celle du moi idéal et du moi réel.",,C2,C2,C2
L'idée d'idéal qui est au coeur de cette philosophie est impossible à réaliser. ,,C2,C2,C2
"Nous ne pouvons pas placer l'idéal en dehors de nous, sous peine d'en faire un objet nous ne pouvons pas le placer seulement en nous, sous peine de le faire disparattre comme idéal.",,C2,C2,C2
"Comme le chrétien qui veut se délivrer du corps, par là même pense sans cesse à son corps, de même ces philosophies, sans cesse en lutte contre l'empirique, sont enchaînées à l'empirique.",,C2,C2,C2
"Peu importe le côté que saisisse la conscience, qu'elle soit dans la crainte d'un Dieu qui est élevé au-dessus des cieux, au-dessus de toute liaison et de toute sujétion, tout puissant dans le vol par lequel il plane sur la nature, ou qu'elle se pose elIe-même comme pur moi, au-dessus des débris de ce corps, et des soleils étincelants, au-dessus de milliers et de milliers de corps célestes et de système solaires toujours nouveaux...",,C2,C2,C2
"Après la religion de désespoir est venue la religion de l'espoir, mais leur nom à toutes deux était conscience malheureuse.",,C2,C2,C2
"Comme la conscience religieuse, la conscience morale est donc malheur.",,C2,C2,C2
"Comme au judaïsme, il lui oppose l'idée d'une « jouissance sanctifiée"".",,C2,C2,C2
"Ce qui lui manque, qu'est-ce, sinon la force de s'évader hors de la fausse individualité pour aller vers l'individualité véritable, celle qui est universalité?",,C2,C2,C2
"L'idée d'un intérieur de la force nous met en présence d'un absolu indifIérent, à la Schelling.",,C2,C2,C2
"Après avoir lutté contre la philosophie de la réflexion, Hegel doit donc entreprendre une lutte contre la philosophie du romantisme.",,C2,C2,C2
"La conscience malheureuse, c'est donc le mauvais infini tel que la philosophie de Fichte amène à le concevoir.",,C2,C2,C2
"Si l'esprit consiste à se saisir, dans sa propre opposition à soi, nulle période n'est mieux marquée par son avènement que celle du subjectivisme absolu.",,C2,C2,C2
"La réflexion sur la négation, sur « le rien absolu que la philosophie doit reconnailre avant tout» ",,C2,C2,C2
"Loin d'être ce monisme donné de prime abord et tiré comme à bout portant (pour reprendre une expression hégélienne) que se représente le pluraliste, le monisme de Hegel est une doctrine ou plutôt une façon de vivre il laquelle on arrive seulement à condition de partir d'un pluralisrme profond.",,C2,C2,C2
Le péché est racheté par la mort d'un Dieu. ,,C2,C2,C2
C'est ici que l'histoire de la pensée humaine nous fait soudain remonter jusqu'à l'histoire de la divinité. ,,C1,C1,C1
Recourons pour illustrer les idées de Hegel à quelques-uns de ses écrits postérieurs.,,C1,C1,C1
Le Dieu qui est mort est précisément le contraire du Dieu mort; il est ressuscité.,,C1,C1,C1
"L'incarnation nous met en présence de l'immuable qui est par lui-même quelque chose de général; et cet immuable revêtant le caractère de l'individualité, ce caractère même devient quelque chose d'universel.",,C2,C2,C2
"Cette mort de Dieu donne toute sa signification à la souf-france humaine, et la souffrance humaine est la douleur infinie, est la preuve de l'infinité divine, qui unit les contraires entre lesquels l'esprit humain est divisé.",,C2,C2,C2
"
N'est-ce pas la même idée qui est exprimée dans un des passages les plus obscurs de Holderlin ?",,C1,C1,C1
"
L'idée de la mort de Dieu, et par conséquent de la vic de Dieu, de la dialectique divine où la mort se transfigure en négativités, se rencontre ici avec la formation de l'idée de la notion, telle que la fournit la réflexion sur la conciliation avec le destin. ",,C2,C2,C2
"Les plaies qui saignent au flanc du Christ, les contradictions essentielles à la raison, il semble que Hegel les voie piu'fois comme une seule et même bIessure.",,C2,C2,C2
"C'est un même mot qui donne la solution des deux problèmes, qui ne sont deux qu'en apparence, de la conscience malheureuse et de l'intelligence abstraite.",,C2,C2,C2
"L'idée du « Dieu lui-même est mort. » signifie donc au premier abord sans doute que le sujet, la personne qui est le Christ, est morte ; mais plus profondément, elle signifie que le Dieu abstrait n'est plus; la mort signifie la généralité de l'esprit, dont. la mort et la résurrection au sein de la communauté qu'il engendre, et qui à son tour l'engendre, est éternelle.",,C2,C2,C2
"Ce qui est le pur subjectif tend à s'objectiver, devient langage, temple, fête, individu. ",,C2,C2,C2
"Plus que la vie d'un homme divin, plus que la vie d'un Dieu, c'est donc la mort de Dieu qui apportera la réconciliation vraiment divine. ",,C2,C2,C2
"L'esprit est la force absolue pour supporter cette douleur, c'est-à-dire pour unir les deux éléments et pour être dans cette unité.",,C2,C2,C2
 Il y a dès lors adéquation du moi et de l'essence.,,C2,C2,C2
"Finalement chez Hegel comme chez Hôlderlin, la révélation chrétienne apparaît comme un approfondissement de la révélation païenne, comme une réconciliation plus profonde de l'infini
et du fini. ",,C2,C2,C2
Cette ribaude ricane et échafaude !,,C2,C2,C2
Rien ne grise comme le vin du malheur.,,C2,C2,C2
Nous sommes tous des planches lithographiques dont une infinité de copies se tirent par la médisance,,C2,C2,C2
Les fortunes détruites sont les chevrons des courtisanes.,,C2,C2,C2
"La vie des oisifs est la seule qui coûte cher, c'est un vol social que de consommer sans produire.",,C2,C2,C2
Il y a des amis qui sont comme des rosiers qui n'ont que des épines.,,C1,C1,C1
Après l'enfance de la créature vient l'enfance du cœur.,,C2,C1,C2
"Le remords est une impuissance, il recommencera sa faute ; le repentir seul est une force, il termine tout.",,C1,C1,C2
"La flatterie n'émane jamais des grandes âmes, elle est l'apanage des petits esprits qui réussissent à se rapetisser encore pour mieux entrer dans la sphère vitale de la personne autour de laquelle ils gravitent.",,C2,C2,C2
La religion est la grande consolatrice des virginités,,C2,C2,C2
"Le vêtement est comme un enduit ; il met tout en relief, et la toilette a été inventée bien plutôt pour faire ressortir des avantages corporels que pour voiler des imperfections.",,C2,C2,C2
Le repos absolu produit le spleen.,,C1,C1,C1
L'homme impoli est le lépreux du monde fashionable.,,C2,C2,C2
"Le rapide amour qui commence un mariage est un diamant, une perle, un joyau ciselé par le premier des arts, un trésor à enterrer au fond du cœur.",,C2,C2,C2
"L'homme va de l'aversion à l'amour ; mais quand il a commencé par aimer et qu'il arrive à l'aversion, il ne revient jamais à l'amour.",,C2,C2,C2
Devenir chêvre,,C1,C1,C1
Avoir l’affaire en main,,C1,C1,C1
Le développement des technologies a permis une augmentation importante de la productivité et a soulagé les hommes de nombreuses tâches ingrates ; pourtant le travail occupe encore une très large place dans nos existences.,,C1,C1,C1
"Alors que c’est encore sur lui que repose largement la distribution des richesses, il n’est pas également réparti.",,C1,C1,C2
Une frange de la population s’en trouve exclue et souffre tant des conditions matérielles à laquelle elle est réduite que du regard porté sur elle.,,C2,C2,C2
"Du fait de l’automatisation et de l’informatisation, une large part des emplois dans tous les secteurs d’activité est amenée à disparaître et à rendre inutile une large partie de la population active.",,C2,C2,C2
"Face à ce problème social, il préconise de réduire le temps de travail, de repenser la distribution des richesses autrement que sur la base de la production et de développer davantage ce qu’il appelle le « tiers secteur », autrement dit l’économie sociale et la sphère associative qui œuvrent au bien-être d’autrui.",,C2,C2,C2
"Une vision qui rejoint celle de D. Méda : elle en appelle également à désenchanter le travail, c’est-à-dire à relativiser sa place dans nos sociétés au profit des activités sociales et politiques, qui développent l’autonomie et la coopération. ",,C2,C2,C2
"Malgré les 35 heures, le Bureau of Labor Statistics du ministère fédéral américain du Travail établit ainsi qu’un Français produit davantage de richesses qu’un Anglais, un Allemand ou un Japonais…",,C1,C1,C1
N’est-ce pas toute une échelle de valeurs et un mode de vie qu’il convient de construire ? ,,C1,C1,C1
Ne pourrait-on pas concevoir une société où chacun serait libre de choisir de travailler plus ou moins ?,,C1,C1,C1
"Loin de l’image du chômeur déprimé, ils montrent qu’il est possible de s’épanouir et d’avoir une vie sociale riche hors du travail.",,C2,C2,C2
"Les tenants de la décroissance enjoignent pour leur part à consommer moins, à travailler moins et à réformer en profondeur les modes de vie et notamment notre consommation.",,C2,C2,C2
"Une question de survie expliquent-ils, pour réduire l’impact écologique et le prélèvement des ressources naturelles, mais aussi une volonté de promouvoir d’autres valeurs : l’altruisme, la coopération, le loisir…",,C2,C2,C2
"Outre que cela favoriserait notre épanouissement, un peu de paresse sauverait-il le monde ?",,C1,C1,C1
De quoi justifier en tout cas pour l’auteure de ces lignes qu’elle s’autorise un peu de repos.,,C1,C2,C1
Nombreux sont ceux qui mettent tout en œuvre pour que le bébé « fasse ses nuits » le plus vite possible. ,,C1,C1,C1
Une étude menée par des chercheurs de l’université McGill au Canada vient apporter de nouveaux éléments sur cette étape.,,C2,C2,C2
"Pour cette recherche, les auteurs ont demandé à 44 mères de tenir durant à peu près deux semaines un « journal de sommeil » pour leur enfant de 6 mois.",,C2,C2,C2
"Les résultats indiquent d’abord qu’à 6 mois, environ un quart des enfants ne dormait jamais 6 heures consécutives et que la moitié des enfants ne dormait jamais 8 heures consécutives.",,C2,C2,C2
La plupart des 44 enfants suivis dans l’étude montraient plutôt une grande variabilité dans le nombre d’heures de sommeil consécutives d’une nuit à l’autre.,,C1,C1,C1
"Les chercheurs ont tenté de corréler ces résultats à certaines variables. Ainsi les bébés allaités ou qui dorment avec leurs parents étaient plus souvent décrits comme ayant un sommeil fragmenté, mais cette association est peut-être simplement liée au fait que les mères allaitantes ou en « cododo » sont plus enclines à « observer » le bébé la nuit, en raison de leur proximité physique.",,C2,C2,C2
"En conclusion, l’enquête permet de démystifier le concept de faire ses nuits : la conquête du sommeil est moins une course contre la montre qu’une étape de montagne. ",,C2,C2,C2
"D’un point de vue méthodologique, la recherche invite aussi à être plus précis lorsqu’on interroge les parents pour savoir si leur bébé fait ses nuits : lorsque le sommeil est variable d’une nuit à l’autre, les parents sont peu enclins à dire que leur enfant est capable dormir 6 à 8 heures consécutives.",,C2,C2,C2
" C’est pour unifier un territoire constitué d’une myriade de particularismes régionaux et de colonies que l’école devient gratuite, laïque et obligatoire par les lois Ferry de 1881 et 1882. ",,C2,C2,C2
Le ministre de l’Instruction publique cherchait notamment à soustraire les enfants à l’enseignement catholique hérité de la IIe République.,,C1,C2,C2
"Et d’ajouter, afin de faire de l’école publique un lieu consensuel et inclusif, que les enseignants qui « outrageraient les croyances religieuses de n’importe qui » seraient durement sanctionnés.",,C2,C1,C2
Vient le tour de sa sœur aînée plongée dans le 39e épisode d’une énième série américaine sur son smartphone.,,C1,C2,C1
"Comme à l’époque où nous les privions de leur sucette, j’ai l’impression de leur arracher une part d’elles-mêmes quand je prends leur portable.",,C2,C2,C2
"Toute la journée, nous sommes inondés d’informations de toute part : messages personnels, professionnels, publicitaires, fils d’infos en continu.",,C1,C1,C1
Les sollicitations incessantes auxquelles nous sommes confrontés nous obligent à une discipline de fer. ,,C2,C2,C2
"Dans son livre Guide de survie pour accros aux écrans (2015), le psychiatre Serge Tisseron déconseille plus particulièrement les écrans avant le coucher. ",,C1,C2,C1
" Lorsqu’on lit un livre, on peut laisser vagabonder son esprit, ce qui permet ensuite de trouver le sommeil plus facilement. ",,C1,C1,C1
Débuter la journée par un premier repas organisé autour d’une de ces boissons dopantes que l’on sucre peut sembler passablement anecdotique.,,C2,C2,C2
" Pourtant, ce geste familier rappelle quotidiennement la construction inégalitaire du Monde initiée au XVe  siècle.",,C1,C1,C1
"Si les Européens quittèrent alors leur continent, c’est qu’ils recherchaient de nouvelles routes de la soie et des épices. ",,C1,C1,C1
" Or la canne, comme le caféier, le cacaoyer ou le théier d’ailleurs, ne supporte pas le climat tempéré.",,C1,C1,C1
"D’où la mainmise indispensable sur des lieux situés sous les tropiques, pas trop loin de l’Europe, lieux qui nécessitaient l’importation forcée de main-d’œuvre servile. ",,C2,C2,C2
"Inversement, les régions tempérées lointaines n’intéressent que médiocrement les colonisateurs jusqu’à l’explosion démographique du Vieux Continent au XIXe  siècle, moment où les « pays neufs » deviennent des prolongements européens.",,C2,C2,C2
"Cette quête de l’altérité zonale laissa au milieu du XXe une marque géographique frappante : lorsque s’imposa l’idée de tiers-monde, il s’avéra que les pays sous-développés étaient alors très majoritairement situés dans la zone intertropicale, le « Sud ».",,C2,C2,C2
"Cet héritage s’est d’ailleurs vite révélé hétérogène : les pays pauvres d’Asie orientale, les plus éloignés des anciennes métropoles, « émergent » à des degrés divers dans l’économie mondiale dès les années 1970-1980.",,C2,C2,C2
C’est même cette apparition d’un pôle développé non occidental qui fait prendre conscience de la mondialisation. ,,C1,C1,C1
La manière dont le Monde fut construit à partir des grandes découvertes est donc largement responsable de sa géographie contemporaine. ,,C2,C2,C2
"En 1985, l’économiste japonais Ohmae Kenichi invente la formule commode de « triade » pour décrire la nouvelle polarisation du Monde.",,C1,C1,C1
"Cette formule a eu un avantage : elle soulignait le bouclage du Monde, le fait que, pour la première fois, le centre du Monde était devenu un anneau, comme l’illustre la continuité temporelle de la bourse mondiale. ",,C2,C2,C2
"Le poids croissant du Japon, l’émergence des nouveaux pays industrialisés (NPI) et, surtout, la montée en puissance spectaculaire de la Chine rappellent des réalités beaucoup plus anciennes qu’une hiérarchie économique entre les Occidentaux et le reste du Monde.",,C2,C2,C2
Les Européens n’avaient pas été les seuls à se lancer dans des aventures maritimes au très long cours au début du XVe siècle.,,B2,B2,B2
"Un siècle auparavant, l’Empire mongol, en transformant un temps la route de la soie en une immense construction politique, avait fait exploser les échanges de la Méditerranée au Japon en passant par l’Insulinde, pour le meilleur (papier, imprimerie…) ou pour le pire (peste noire, poudre à canon…).",,C1,C1,C1
"L’effondrement de cet ensemble trop immense avait fractionné les routes de l’Ancien Monde, mais laissé des connaissances du lointain (Marco Polo) et des demandes devenues insatisfaites (les épices pour les Occidentaux).",,C1,C1,C1
"Mais c’est que l’échelle du Monde ne s’imposait pas, malgré quelques fresques intellectuelles au grand souffle, celles de l’historien français Fernand Braudel ou du sociologue américain Immanuel Wallerstein en tout premier lieu.",,C2,C2,C2
On préférait se référer à l’autonomie des civilisations juxtaposées.,,C1,C1,C1
"L’ensemble de l’Ancien Monde, du Nord du Sahara à la mer de Chine, devient donc un objet intellectuel important, la matrice du monde moderne.",,C1,C1,C1
Ce dépassement rétroactif de la Renaissance européenne a pour conséquence l’abandon du modèle évolutionniste linéaire tel que l’Europe des Lumières puis le positivisme du XIXe siècle l’avaient formalisé.,,C2,C2,C2
"Cette « fin des grands récits » est largement celle où les lieux étaient classés par étapes – la succession des modes de production marxistes en représentait la version la plus formalisée, mais parler de sous-développement ou de décollage s’inscrivait dans le même paradigme évolutionniste.",,C2,C2,C2
Seul le Japon pouvait poser problème face à une vision de la construction du Monde par diffusion à partir du vieux centre européen relayé par l’Amérique du Nord.,,C1,C1,C1
"Avec le développement de toute la façade pacifique de l’Ancien Monde, c’est un héritage d’une autre dimension qui resurgit.",,C2,C2,C2
"Tout le chapelet de sociétés effectivement connectées, dont l’Antiquité méditerranéenne puis l’Europe médiévale ne formaient que l’extrémité occidentale, ne peut plus apparaître uniquement comme un ensemble d’anciennes civilisations plus ou moins rétives à la modernité, objets de l’orientalisme.",,C2,C2,C2
"En épaississant ainsi son passé, le Monde contemporain multiplie et diversifie ses héritages.",,C2,C2,C2
Il ne les enferme pas dans des cadres étanches de civilisations qui s’entrechoquent.,,C2,C2,C2
"Alors qu’au cours du Paléolithique, la diffusion avait fractionné l’écoumène en petits groupes, la tendance depuis la fin de la dernière glaciation est à l’épaississement des relations dans l’Ancien Monde, par augmentation des effectifs et par tissage d’interconnexions.",,C2,C2,C2
"Entre-temps, cette inflation a dopé les interactions et donné une place nouvelle à l’Europe vis-à-vis des autres ensembles sociaux de l’Ancien Monde.",,C1,C1,C1
"Si l’héritage britannique au nord de l’Amérique ou ibérique au sud du Rio Grande est à la fois ancien et durable, les traces néerlandaises en Indonésie ou françaises en Indochine sont presque effacées.",,C2,C2,C2
Il n’en reste pas moins que la marque initiale de l’Europe dans la construction du niveau mondial n’est pas prête de s’effacer.,,C1,C1,C1
"Les rythmes de vie, les coutumes vestimentaires, les manières d’habiter, bref toutes les normes mondialisées de la vie quotidiennes, même si elles peuvent être localement battues en brèche, ont une histoire enracinée dans l’Occident.",,C1,C1,C1
"L’inégalité entre pays riches et pauvres, ainsi qu’elle saute aux yeux au mitant du dernier siècle, au moment des décolonisations, n’était ni éternelle, ni inévitable.",,C1,C1,C1
"Mais elle prenait ses racines dans la quête forcenée que les habitants d’un petit cap tempéré de l’Asie menèrent pour des produits lointains, surtout tropicaux.",,C2,C2,C2
"Ils permirent ainsi, pour le meilleur et pour le pire, cette « grande transformation » qui multiplia les productions et autorisa l’augmentation colossale de l’espèce humaine.",,C2,C2,C2
La géohistoire consiste à prendre en compte simultanément l’espace et le temps des sociétés. ,,B2,B2,B2
"La chronologie antique ne prend sens que sur un large pourtour de la Méditerranée, de même que ce découpage spatial n’est pertinent comme entité géographique que durant cette période pendant laquelle la mer intérieure n’est pas vécue comme une limite.",,C2,C2,C2
"Le terme de géohistoire, défini par Fernand Braudel lorsqu’il choisit la Méditerranée comme objet de sa thèse en 1949, a été repris dans les années 1980 par des géographes qui ont utilisé leurs outils récents de pensée des territoires pour réexaminer non seulement les espaces historiquement révolus, mais simultanément considérer les « régions du temps », les périodes, comme des objets formalisables.",,C2,C2,C2
Les changements géographiques apparaissent alors autant comme des causes que des conséquences des dynamiques historiques.,,C1,C1,C1
"Le travail d’Alain Reynaud sur la Chine des Zhou orientaux, où l’on comprend que l’unification du monde des Han découle de la configuration géographique des principautés et de leur situation dans l’ensemble des sociétés de l’Eurasie orientale, peut être considéré comme la première œuvre de cette géohistoire postbraudélienne.",,C2,C2,C2
"En prenant toute configuration géographique pour un objet historique et réciproquement, la géohistoire participe au dépassement des conceptions d’un monde dont la diversité ne serait traduite que par des « civilisations » intemporelles et incompatibles entre elles.",,C1,C1,C1
"Dans les thérapies cognitives et comportementales (TCC) destinées aux addictions, on apprend à utiliser des stratégies pour résister aux envies irrépressibles. ",,C2,C2,C2
"Même sans se considérer forcément comme un « cyberaddict », tout un chacun peut s’inspirer de ces techniques pour y puiser des conseils.",,C2,C2,C2
"Pour cela, il est tout d’abord nécessaire de bien décrire la conduite qui prend allure d’addiction, puis d’essayer de comprendre ce qui la déclenche.",,C1,C1,C2
"Une émotion négative (ennui, colère, angoisse, tristesse, solitude), un contexte particulier (un moment dans la journée, un lieu…), des pensées erronées (« si je le fais, je vais me sentir mieux », « de toute façon, je ne peux pas faire autrement »)… ",,C2,C2,C2
"Une fois ces déclencheurs identifiés, il faut alors élaborer des stratégies pour les éviter ou y faire face.",,C2,C2,C2
" Utiliser des stoppeurs externes (horloge, messages d’avertissement), parler de ses affects négatifs à des proches, faire de la relaxation, de la méditation, du sport, se rappeler les conséquences négatives d’une consommation excessive (encourager un discours critique, peser le pour et le contre), surfer sur l’envie (la laisser venir, résister et attendre qu’elle passe)…, autant de moyens pour essayer d’endiguer ces envies devenues incontrôlables. ",,C2,C2,C2
"Pour les situations qui s’apparentent à de réelles addictions comportementales, un travail sur l’estime de soi est souvent nécessaire.",,C2,C2,C2
"Car comportement excessif rime avec culpabilité, culpabilité avec perte d’estime de soi et perte d’estime avec fuite dans les excès.",,C2,C2,C2
"Pour préserver une bonne estime de soi, il est vital de conserver d’autres activités sociales ou créatives : sortir avec des amis, faire du sport, dessiner, faire du théâtre, de la danse…",,C1,C1,C1
"Ces activités plus « saines » procureront des récompenses peut-être parfois moins intenses au premier abord, mais souvent plus durables. Les effets bénéfiques d’un footing sur le physique et le moral peuvent perdurer plusieurs jours, alors que le plaisir de chatter sur les réseaux sociaux risque de s’éteindre avec l’ordinateur.",,C2,C2,C2
"Un livre passionnant, on en parlera des années plus tard, alors qu’un jeu vidéo tout aussi passionnant, on aura du mal à le raconter aux amis.",,C2,C2,C2
"À la maison, c’est toujours la même scène qui se répète au moment du coucher. ",,C1,C1,C1
"Toute la journée, nous sommes inondés d’informations de toute part : messages personnels, professionnels, publicitaires, fils d’infos en continu.",,C1,C2,C2
"Les sollicitations incessantes auxquelles nous sommes confrontés nous obligent à une discipline de fer. Pour ne pas se laisser envahir, il devient nécessaire d’établir des règles et limites.",,C2,C2,C2
"Or, Internet et les réseaux sociaux mobilisent toute notre attention et ne permettent pas de trouver cette tranquillité d’esprit.",,C1,C1,C1
Se déconnecter de temps en temps pour se consacrer à d’autres activités peut alors être une sorte de garde-fou.,,C1,C2,C2
"Une soirée sans écrans pour relancer le dialogue au sein de la famille, des vacances sans portable pour retrouver un peu de liberté…",,C2,C2,C2
"Même sans se considérer forcément comme un « cyberaddict », tout un chacun peut s’inspirer de ces techniques pour y puiser des conseils. ",,C2,C1,C1
"Depuis 2018, le monde a passé un cap : les plus de 65 ans sont désormais plus nombreux que les moins de 5 ans. ",,C1,C1,C1
"Alors qu’ils n’étaient que 6 % de la population en 1990, ils sont aujourd’hui 9 % de la population mondiale, du fait de l’allongement de la durée de la vie et de la chute de la fécondité dans de nombreux pays.",,C2,C2,C2
"La première conséquence du vieillissement est un ralentissement de la croissance économique, par manque de main-d’œuvre, déficit d’investissement, et surcroît de dépenses sociales.",,C2,C2,C2
Les chercheurs l’ont découvert : ce n’est pas la présence d’un pesticide mais une carence de vitamine B3 due à la surconsommation de maïs.,,C1,C1,C2
"La carence en vitamine B3 produit en effet une maladie déjà connue chez l’humain : la pellagre, une maladie mortelle qui fit des ravages à la fin du 19e siècle.",,C2,C2,C2
L’alimentation jouerait donc un rôle dans l’apparition des troubles mentaux.,,C1,C1,C1
" Ils ont mis en évidence le rôle clé de l’alimentation dans l’apparition ou le traitement de certains troubles mentaux comme la dépression, les troubles anxieux, la schizophrénie et même l’autisme.

",,C2,C1,C1
"Ils ont mis en évidence le rôle clé de l’alimentation dans l’apparition ou le traitement de certains troubles mentaux comme la dépression, les troubles anxieux, la schizophrénie et même l’autisme.",,C1,C1,C1
"Ces bactéries, avec lesquelles nous vivons en symbiose, sont nos amies : nous leur apportons à manger ; en contrepartie, elles s’occupent de prédigérer les aliments pour nous les rendre assimilables.",,C1,C1,C1
"Ce constat s’appuie d’abord sur des observations sur des animaux dits « axéniques », dont la flore intestinale est absente (ce qui est le cas lorsque l’animal naît par césarienne).",,C2,C2,C2
L’influence du microbiote sur notre comportement a pu être observée.,,C1,C1,C1
"Si les produits anti, pré et probiotiques agissent sur le comportement, en modifiant la composition de la flore intestinale, ils pourraient donc servir de médicaments psychotropes.",,C2,C1,C1
"C’est ce que suggèrent certains psychiatres comme Marion Leboyer, de l’Inserm, pour qui « désormais, l’alimentation fait partie du traitement avec les médicaments ou les psychothérapies ».",,C1,C1,C1
"Il est devenu courant de déplorer que la France ait acquis la place de championne d’Europe des prélèvements obligatoires, expression qui englobe les impôts d’État, les impôts locaux, les taxes et les cotisations sociales : la part du Produit intérieur brut (PIB) que les autorités prélèvent sur la richesse nationale a atteint 48,4 %, alors que la moyenne d’Europe est à 40,2 %.",,C2,C2,C2
"De peur de paraître ridicule, Emma voulut, avant d’entrer, faire un tour de promenade sur le port, et Bovary, par prudence, garda les billets à sa main, dans la poche de son pantalon, qu’il appuyait contre son ventre.",,,,
Un battement de cœur la prit dès le vestibule.,,,,
"Elle sourit involontairement de vanité, en voyant la foule qui se précipitait à droite par l’autre corridor, tandis qu’elle montait l’escalier des premières.",,,,
